country,date,accumulated_deaths,increase_of_deaths
Afghanistan,2020-03-01,0,0
Afghanistan,2020-03-13,0,0
Afghanistan,2020-03-21,0,0
Afghanistan,2020-03-08,0,0
Afghanistan,2020-03-26,4,4
Afghanistan,2020-03-03,0,-4
Afghanistan,2020-03-04,0,0
Afghanistan,2020-03-09,0,0
Afghanistan,2020-03-20,0,0
Afghanistan,2020-03-14,0,0
Afghanistan,2020-03-16,0,0
Afghanistan,2020-03-15,0,0
Afghanistan,2020-03-10,0,0
Afghanistan,2020-03-24,1,1
Afghanistan,2020-03-05,0,-1
Afghanistan,2020-03-02,0,0
Afghanistan,2020-03-27,4,4
Afghanistan,2020-03-07,0,-4
Afghanistan,2020-03-22,1,1
Afghanistan,2020-03-12,0,-1
Afghanistan,2020-03-17,0,0
Afghanistan,2020-03-19,0,0
Afghanistan,2020-03-18,0,0
Afghanistan,2020-03-25,2,2
Afghanistan,2020-03-06,0,-2
Afghanistan,2020-03-23,1,1
Afghanistan,2020-03-11,0,-1
Albania,2020-03-18,2,0
Albania,2020-03-08,0,-2
Albania,2020-03-14,1,1
Albania,2020-03-27,8,7
Albania,2020-03-03,0,-8
Albania,2020-03-02,0,0
Albania,2020-03-05,0,0
Albania,2020-03-09,0,0
Albania,2020-03-06,0,0
Albania,2020-03-04,0,0
Albania,2020-03-24,5,5
Albania,2020-03-19,2,-3
Albania,2020-03-20,2,0
Albania,2020-03-25,5,3
Albania,2020-03-07,0,-5
Albania,2020-03-21,2,2
Albania,2020-03-26,6,4
Albania,2020-03-11,1,-5
Albania,2020-03-15,1,0
Albania,2020-03-17,1,0
Albania,2020-03-01,0,-1
Albania,2020-03-12,1,1
Albania,2020-03-16,1,0
Albania,2020-03-13,1,0
Albania,2020-03-23,4,3
Albania,2020-03-10,0,-4
Albania,2020-03-22,2,2
Algeria,2020-03-27,26,0
Algeria,2020-03-20,11,-15
Algeria,2020-03-18,7,-4
Algeria,2020-03-07,0,-7
Algeria,2020-03-25,21,21
Algeria,2020-03-17,4,-17
Algeria,2020-03-02,0,-4
Algeria,2020-03-08,0,0
Algeria,2020-03-24,19,19
Algeria,2020-03-01,0,-19
Algeria,2020-03-22,17,17
Algeria,2020-03-04,0,-17
Algeria,2020-03-16,4,4
Algeria,2020-03-06,0,-4
Algeria,2020-03-12,1,1
Algeria,2020-03-09,0,-1
Algeria,2020-03-21,15,15
Algeria,2020-03-05,0,-15
Algeria,2020-03-19,9,9
Algeria,2020-03-11,0,-9
Algeria,2020-03-15,4,4
Algeria,2020-03-14,3,-1
Algeria,2020-03-03,0,-3
Algeria,2020-03-13,2,2
Algeria,2020-03-26,25,23
Algeria,2020-03-10,0,-25
Algeria,2020-03-23,17,17
Andorra,2020-03-06,0,0
Andorra,2020-03-02,0,0
Andorra,2020-03-24,1,1
Andorra,2020-03-05,0,-1
Andorra,2020-03-12,0,0
Andorra,2020-03-27,3,3
Andorra,2020-03-07,0,-3
Andorra,2020-03-01,0,0
Andorra,2020-03-22,1,1
Andorra,2020-03-17,0,-1
Andorra,2020-03-10,0,0
Andorra,2020-03-19,0,0
Andorra,2020-03-14,0,0
Andorra,2020-03-15,0,0
Andorra,2020-03-11,0,0
Andorra,2020-03-08,0,0
Andorra,2020-03-13,0,0
Andorra,2020-03-03,0,0
Andorra,2020-03-09,0,0
Andorra,2020-03-16,0,0
Andorra,2020-03-23,1,1
Andorra,2020-03-25,1,0
Andorra,2020-03-04,0,-1
Andorra,2020-03-21,0,0
Andorra,2020-03-20,0,0
Andorra,2020-03-18,0,0
Andorra,2020-03-26,3,3
Angola,2020-03-14,0,0
Angola,2020-03-11,0,0
Angola,2020-03-19,0,0
Angola,2020-03-07,0,0
Angola,2020-03-08,0,0
Angola,2020-03-21,0,0
Angola,2020-03-27,0,0
Angola,2020-03-13,0,0
Angola,2020-03-26,0,0
Angola,2020-03-06,0,0
Angola,2020-03-18,0,0
Angola,2020-03-03,0,0
Angola,2020-03-05,0,0
Angola,2020-03-22,0,0
Angola,2020-03-09,0,0
Angola,2020-03-20,0,0
Angola,2020-03-04,0,0
Angola,2020-03-01,0,0
Angola,2020-03-23,0,0
Angola,2020-03-25,0,0
Angola,2020-03-24,0,0
Angola,2020-03-17,0,0
Angola,2020-03-10,0,0
Angola,2020-03-02,0,0
Angola,2020-03-16,0,0
Angola,2020-03-12,0,0
Angola,2020-03-15,0,0
Antigua and Barbuda,2020-03-16,0,0
Antigua and Barbuda,2020-03-03,0,0
Antigua and Barbuda,2020-03-13,0,0
Antigua and Barbuda,2020-03-26,0,0
Antigua and Barbuda,2020-03-09,0,0
Antigua and Barbuda,2020-03-23,0,0
Antigua and Barbuda,2020-03-02,0,0
Antigua and Barbuda,2020-03-12,0,0
Antigua and Barbuda,2020-03-10,0,0
Antigua and Barbuda,2020-03-20,0,0
Antigua and Barbuda,2020-03-19,0,0
Antigua and Barbuda,2020-03-27,0,0
Antigua and Barbuda,2020-03-17,0,0
Antigua and Barbuda,2020-03-06,0,0
Antigua and Barbuda,2020-03-07,0,0
Antigua and Barbuda,2020-03-11,0,0
Antigua and Barbuda,2020-03-18,0,0
Antigua and Barbuda,2020-03-21,0,0
Antigua and Barbuda,2020-03-08,0,0
Antigua and Barbuda,2020-03-05,0,0
Antigua and Barbuda,2020-03-22,0,0
Antigua and Barbuda,2020-03-25,0,0
Antigua and Barbuda,2020-03-15,0,0
Antigua and Barbuda,2020-03-24,0,0
Antigua and Barbuda,2020-03-01,0,0
Antigua and Barbuda,2020-03-04,0,0
Antigua and Barbuda,2020-03-14,0,0
Argentina,2020-03-24,6,0
Argentina,2020-03-02,0,-6
Argentina,2020-03-09,1,1
Argentina,2020-03-16,2,1
Argentina,2020-03-04,0,-2
Argentina,2020-03-12,1,1
Argentina,2020-03-21,4,3
Argentina,2020-03-15,2,-2
Argentina,2020-03-13,2,0
Argentina,2020-03-10,1,-1
Argentina,2020-03-25,8,7
Argentina,2020-03-03,0,-8
Argentina,2020-03-19,3,3
Argentina,2020-03-14,2,-1
Argentina,2020-03-08,1,-1
Argentina,2020-03-20,3,2
Argentina,2020-03-17,2,-1
Argentina,2020-03-18,2,0
Argentina,2020-03-22,4,2
Argentina,2020-03-05,0,-4
Argentina,2020-03-27,13,13
Argentina,2020-03-07,0,-13
Argentina,2020-03-01,0,0
Argentina,2020-03-23,4,4
Argentina,2020-03-06,0,-4
Argentina,2020-03-26,9,9
Argentina,2020-03-11,1,-8
Armenia,2020-03-17,0,0
Armenia,2020-03-20,0,0
Armenia,2020-03-03,0,0
Armenia,2020-03-19,0,0
Armenia,2020-03-01,0,0
Armenia,2020-03-11,0,0
Armenia,2020-03-15,0,0
Armenia,2020-03-09,0,0
Armenia,2020-03-08,0,0
Armenia,2020-03-22,0,0
Armenia,2020-03-06,0,0
Armenia,2020-03-14,0,0
Armenia,2020-03-25,0,0
Armenia,2020-03-24,0,0
Armenia,2020-03-23,0,0
Armenia,2020-03-05,0,0
Armenia,2020-03-02,0,0
Armenia,2020-03-16,0,0
Armenia,2020-03-26,1,1
Armenia,2020-03-07,0,-1
Armenia,2020-03-13,0,0
Armenia,2020-03-18,0,0
Armenia,2020-03-12,0,0
Armenia,2020-03-04,0,0
Armenia,2020-03-10,0,0
Armenia,2020-03-21,0,0
Armenia,2020-03-27,1,1
Australia,2020-03-06,2,0
Australia,2020-03-13,3,1
Australia,2020-03-09,3,0
Australia,2020-03-16,3,0
Australia,2020-03-19,6,3
Australia,2020-03-18,6,0
Australia,2020-03-23,7,1
Australia,2020-03-26,13,6
Australia,2020-03-21,7,-6
Australia,2020-03-08,3,-4
Australia,2020-03-11,3,0
Australia,2020-03-01,1,-2
Australia,2020-03-03,1,0
Australia,2020-03-04,2,1
Australia,2020-03-14,3,1
Australia,2020-03-15,3,0
Australia,2020-03-12,3,0
Australia,2020-03-02,1,-2
Australia,2020-03-05,2,1
Australia,2020-03-07,2,0
Australia,2020-03-20,7,5
Australia,2020-03-10,3,-4
Australia,2020-03-27,13,10
Australia,2020-03-25,8,-5
Australia,2020-03-24,8,0
Australia,2020-03-17,5,-3
Australia,2020-03-22,7,2
Austria,2020-03-10,0,0
Austria,2020-03-21,8,8
Austria,2020-03-12,1,-7
Austria,2020-03-17,3,2
Austria,2020-03-06,0,-3
Austria,2020-03-25,30,30
Austria,2020-03-02,0,-30
Austria,2020-03-27,58,58
Austria,2020-03-07,0,-58
Austria,2020-03-05,0,0
Austria,2020-03-01,0,0
Austria,2020-03-11,0,0
Austria,2020-03-26,49,49
Austria,2020-03-23,21,-28
Austria,2020-03-22,16,-5
Austria,2020-03-16,3,-13
Austria,2020-03-04,0,-3
Austria,2020-03-18,4,4
Austria,2020-03-13,1,-3
Austria,2020-03-19,6,5
Austria,2020-03-14,1,-5
Austria,2020-03-03,0,-1
Austria,2020-03-15,1,1
Austria,2020-03-08,0,-1
Austria,2020-03-20,6,6
Austria,2020-03-24,28,22
Austria,2020-03-09,0,-28
Azerbaijan,2020-03-15,1,0
Azerbaijan,2020-03-23,1,0
Azerbaijan,2020-03-03,0,-1
Azerbaijan,2020-03-27,3,3
Azerbaijan,2020-03-19,1,-2
Azerbaijan,2020-03-17,1,0
Azerbaijan,2020-03-05,0,-1
Azerbaijan,2020-03-01,0,0
Azerbaijan,2020-03-14,1,1
Azerbaijan,2020-03-06,0,-1
Azerbaijan,2020-03-22,1,1
Azerbaijan,2020-03-09,0,-1
Azerbaijan,2020-03-11,0,0
Azerbaijan,2020-03-24,1,1
Azerbaijan,2020-03-26,3,2
Azerbaijan,2020-03-07,0,-3
Azerbaijan,2020-03-10,0,0
Azerbaijan,2020-03-12,0,0
Azerbaijan,2020-03-13,1,1
Azerbaijan,2020-03-21,1,0
Azerbaijan,2020-03-18,1,0
Azerbaijan,2020-03-16,1,0
Azerbaijan,2020-03-08,0,-1
Azerbaijan,2020-03-02,0,0
Azerbaijan,2020-03-04,0,0
Azerbaijan,2020-03-25,2,2
Azerbaijan,2020-03-20,1,-1
Bahamas,2020-03-10,0,0
Bahamas,2020-03-12,0,0
Bahamas,2020-03-05,0,0
Bahamas,2020-03-11,0,0
Bahamas,2020-03-24,0,0
Bahamas,2020-03-19,0,0
Bahamas,2020-03-03,0,0
Bahamas,2020-03-25,0,0
Bahamas,2020-03-04,0,0
Bahamas,2020-03-23,0,0
Bahamas,2020-03-26,0,0
Bahamas,2020-03-18,0,0
Bahamas,2020-03-17,0,0
Bahamas,2020-03-06,0,0
Bahamas,2020-03-27,0,0
Bahamas,2020-03-22,0,0
Bahamas,2020-03-09,0,0
Bahamas,2020-03-01,0,0
Bahamas,2020-03-20,0,0
Bahamas,2020-03-15,0,0
Bahamas,2020-03-14,0,0
Bahamas,2020-03-21,0,0
Bahamas,2020-03-08,0,0
Bahamas,2020-03-16,0,0
Bahamas,2020-03-02,0,0
Bahamas,2020-03-07,0,0
Bahamas,2020-03-13,0,0
Bahrain,2020-03-22,2,0
Bahrain,2020-03-16,1,-1
Bahrain,2020-03-13,0,-1
Bahrain,2020-03-06,0,0
Bahrain,2020-03-17,1,1
Bahrain,2020-03-27,4,3
Bahrain,2020-03-02,0,-4
Bahrain,2020-03-12,0,0
Bahrain,2020-03-10,0,0
Bahrain,2020-03-20,1,1
Bahrain,2020-03-03,0,-1
Bahrain,2020-03-09,0,0
Bahrain,2020-03-05,0,0
Bahrain,2020-03-19,1,1
Bahrain,2020-03-07,0,-1
Bahrain,2020-03-24,3,3
Bahrain,2020-03-21,1,-2
Bahrain,2020-03-08,0,-1
Bahrain,2020-03-23,2,2
Bahrain,2020-03-01,0,-2
Bahrain,2020-03-11,0,0
Bahrain,2020-03-04,0,0
Bahrain,2020-03-15,0,0
Bahrain,2020-03-25,4,4
Bahrain,2020-03-26,4,0
Bahrain,2020-03-14,0,-4
Bahrain,2020-03-18,1,1
Bangladesh,2020-03-11,0,0
Bangladesh,2020-03-12,0,0
Bangladesh,2020-03-09,0,0
Bangladesh,2020-03-01,0,0
Bangladesh,2020-03-21,2,2
Bangladesh,2020-03-20,1,-1
Bangladesh,2020-03-10,0,-1
Bangladesh,2020-03-07,0,0
Bangladesh,2020-03-18,1,1
Bangladesh,2020-03-24,4,3
Bangladesh,2020-03-25,5,1
Bangladesh,2020-03-27,5,0
Bangladesh,2020-03-04,0,-5
Bangladesh,2020-03-05,0,0
Bangladesh,2020-03-08,0,0
Bangladesh,2020-03-14,0,0
Bangladesh,2020-03-22,2,2
Bangladesh,2020-03-15,0,-2
Bangladesh,2020-03-02,0,0
Bangladesh,2020-03-19,1,1
Bangladesh,2020-03-17,0,-1
Bangladesh,2020-03-13,0,0
Bangladesh,2020-03-06,0,0
Bangladesh,2020-03-26,5,5
Bangladesh,2020-03-23,3,-2
Bangladesh,2020-03-03,0,-3
Bangladesh,2020-03-16,0,0
Barbados,2020-03-20,0,0
Barbados,2020-03-04,0,0
Barbados,2020-03-08,0,0
Barbados,2020-03-26,0,0
Barbados,2020-03-15,0,0
Barbados,2020-03-25,0,0
Barbados,2020-03-10,0,0
Barbados,2020-03-07,0,0
Barbados,2020-03-12,0,0
Barbados,2020-03-05,0,0
Barbados,2020-03-02,0,0
Barbados,2020-03-17,0,0
Barbados,2020-03-23,0,0
Barbados,2020-03-22,0,0
Barbados,2020-03-13,0,0
Barbados,2020-03-27,0,0
Barbados,2020-03-16,0,0
Barbados,2020-03-03,0,0
Barbados,2020-03-14,0,0
Barbados,2020-03-24,0,0
Barbados,2020-03-21,0,0
Barbados,2020-03-18,0,0
Barbados,2020-03-01,0,0
Barbados,2020-03-19,0,0
Barbados,2020-03-11,0,0
Barbados,2020-03-06,0,0
Barbados,2020-03-09,0,0
Belarus,2020-03-23,0,0
Belarus,2020-03-01,0,0
Belarus,2020-03-12,0,0
Belarus,2020-03-02,0,0
Belarus,2020-03-21,0,0
Belarus,2020-03-16,0,0
Belarus,2020-03-07,0,0
Belarus,2020-03-03,0,0
Belarus,2020-03-17,0,0
Belarus,2020-03-10,0,0
Belarus,2020-03-11,0,0
Belarus,2020-03-24,0,0
Belarus,2020-03-25,0,0
Belarus,2020-03-06,0,0
Belarus,2020-03-04,0,0
Belarus,2020-03-15,0,0
Belarus,2020-03-19,0,0
Belarus,2020-03-09,0,0
Belarus,2020-03-26,0,0
Belarus,2020-03-20,0,0
Belarus,2020-03-27,0,0
Belarus,2020-03-14,0,0
Belarus,2020-03-22,0,0
Belarus,2020-03-13,0,0
Belarus,2020-03-08,0,0
Belarus,2020-03-18,0,0
Belarus,2020-03-05,0,0
Belgium,2020-03-06,0,0
Belgium,2020-03-17,10,10
Belgium,2020-03-07,0,-10
Belgium,2020-03-01,0,0
Belgium,2020-03-21,67,67
Belgium,2020-03-16,5,-62
Belgium,2020-03-25,178,173
Belgium,2020-03-18,14,-164
Belgium,2020-03-15,4,-10
Belgium,2020-03-26,220,216
Belgium,2020-03-14,4,-216
Belgium,2020-03-08,0,-4
Belgium,2020-03-24,122,122
Belgium,2020-03-04,0,-122
Belgium,2020-03-05,0,0
Belgium,2020-03-22,75,75
Belgium,2020-03-11,3,-72
Belgium,2020-03-09,0,-3
Belgium,2020-03-10,0,0
Belgium,2020-03-23,88,88
Belgium,2020-03-20,37,-51
Belgium,2020-03-27,289,252
Belgium,2020-03-13,3,-286
Belgium,2020-03-12,3,0
Belgium,2020-03-19,21,18
Belgium,2020-03-02,0,-21
Belgium,2020-03-03,0,0
Belize,2020-03-07,0,0
Belize,2020-03-24,0,0
Belize,2020-03-10,0,0
Belize,2020-03-25,0,0
Belize,2020-03-03,0,0
Belize,2020-03-02,0,0
Belize,2020-03-04,0,0
Belize,2020-03-12,0,0
Belize,2020-03-09,0,0
Belize,2020-03-20,0,0
Belize,2020-03-05,0,0
Belize,2020-03-27,0,0
Belize,2020-03-19,0,0
Belize,2020-03-16,0,0
Belize,2020-03-23,0,0
Belize,2020-03-22,0,0
Belize,2020-03-13,0,0
Belize,2020-03-11,0,0
Belize,2020-03-06,0,0
Belize,2020-03-18,0,0
Belize,2020-03-01,0,0
Belize,2020-03-17,0,0
Belize,2020-03-15,0,0
Belize,2020-03-26,0,0
Belize,2020-03-21,0,0
Belize,2020-03-14,0,0
Belize,2020-03-08,0,0
Benin,2020-03-09,0,0
Benin,2020-03-26,0,0
Benin,2020-03-08,0,0
Benin,2020-03-27,0,0
Benin,2020-03-04,0,0
Benin,2020-03-03,0,0
Benin,2020-03-24,0,0
Benin,2020-03-18,0,0
Benin,2020-03-19,0,0
Benin,2020-03-06,0,0
Benin,2020-03-21,0,0
Benin,2020-03-01,0,0
Benin,2020-03-23,0,0
Benin,2020-03-11,0,0
Benin,2020-03-20,0,0
Benin,2020-03-25,0,0
Benin,2020-03-14,0,0
Benin,2020-03-07,0,0
Benin,2020-03-02,0,0
Benin,2020-03-12,0,0
Benin,2020-03-10,0,0
Benin,2020-03-16,0,0
Benin,2020-03-15,0,0
Benin,2020-03-17,0,0
Benin,2020-03-13,0,0
Benin,2020-03-22,0,0
Benin,2020-03-05,0,0
Bhutan,2020-03-16,0,0
Bhutan,2020-03-24,0,0
Bhutan,2020-03-04,0,0
Bhutan,2020-03-27,0,0
Bhutan,2020-03-25,0,0
Bhutan,2020-03-12,0,0
Bhutan,2020-03-18,0,0
Bhutan,2020-03-10,0,0
Bhutan,2020-03-15,0,0
Bhutan,2020-03-11,0,0
Bhutan,2020-03-20,0,0
Bhutan,2020-03-03,0,0
Bhutan,2020-03-08,0,0
Bhutan,2020-03-02,0,0
Bhutan,2020-03-19,0,0
Bhutan,2020-03-06,0,0
Bhutan,2020-03-05,0,0
Bhutan,2020-03-23,0,0
Bhutan,2020-03-07,0,0
Bhutan,2020-03-17,0,0
Bhutan,2020-03-21,0,0
Bhutan,2020-03-22,0,0
Bhutan,2020-03-26,0,0
Bhutan,2020-03-01,0,0
Bhutan,2020-03-14,0,0
Bhutan,2020-03-09,0,0
Bhutan,2020-03-13,0,0
Bolivia,2020-03-05,0,0
Bolivia,2020-03-23,0,0
Bolivia,2020-03-24,0,0
Bolivia,2020-03-18,0,0
Bolivia,2020-03-17,0,0
Bolivia,2020-03-01,0,0
Bolivia,2020-03-21,0,0
Bolivia,2020-03-06,0,0
Bolivia,2020-03-11,0,0
Bolivia,2020-03-19,0,0
Bolivia,2020-03-27,0,0
Bolivia,2020-03-10,0,0
Bolivia,2020-03-03,0,0
Bolivia,2020-03-09,0,0
Bolivia,2020-03-20,0,0
Bolivia,2020-03-08,0,0
Bolivia,2020-03-07,0,0
Bolivia,2020-03-12,0,0
Bolivia,2020-03-26,0,0
Bolivia,2020-03-14,0,0
Bolivia,2020-03-22,0,0
Bolivia,2020-03-02,0,0
Bolivia,2020-03-16,0,0
Bolivia,2020-03-13,0,0
Bolivia,2020-03-04,0,0
Bolivia,2020-03-15,0,0
Bolivia,2020-03-25,0,0
Bosnia and Herzegovina,2020-03-02,0,0
Bosnia and Herzegovina,2020-03-03,0,0
Bosnia and Herzegovina,2020-03-23,1,1
Bosnia and Herzegovina,2020-03-22,1,0
Bosnia and Herzegovina,2020-03-07,0,-1
Bosnia and Herzegovina,2020-03-11,0,0
Bosnia and Herzegovina,2020-03-15,0,0
Bosnia and Herzegovina,2020-03-01,0,0
Bosnia and Herzegovina,2020-03-21,1,1
Bosnia and Herzegovina,2020-03-20,0,-1
Bosnia and Herzegovina,2020-03-27,4,4
Bosnia and Herzegovina,2020-03-09,0,-4
Bosnia and Herzegovina,2020-03-19,0,0
Bosnia and Herzegovina,2020-03-08,0,0
Bosnia and Herzegovina,2020-03-16,0,0
Bosnia and Herzegovina,2020-03-04,0,0
Bosnia and Herzegovina,2020-03-05,0,0
Bosnia and Herzegovina,2020-03-24,3,3
Bosnia and Herzegovina,2020-03-18,0,-3
Bosnia and Herzegovina,2020-03-13,0,0
Bosnia and Herzegovina,2020-03-14,0,0
Bosnia and Herzegovina,2020-03-10,0,0
Bosnia and Herzegovina,2020-03-25,3,3
Bosnia and Herzegovina,2020-03-26,3,0
Bosnia and Herzegovina,2020-03-17,0,-3
Bosnia and Herzegovina,2020-03-12,0,0
Bosnia and Herzegovina,2020-03-06,0,0
Brazil,2020-03-20,11,0
Brazil,2020-03-05,0,-11
Brazil,2020-03-08,0,0
Brazil,2020-03-22,25,25
Brazil,2020-03-24,46,21
Brazil,2020-03-18,3,-43
Brazil,2020-03-21,15,12
Brazil,2020-03-06,0,-15
Brazil,2020-03-09,0,0
Brazil,2020-03-23,34,34
Brazil,2020-03-19,6,-28
Brazil,2020-03-07,0,-6
Brazil,2020-03-10,0,0
Brazil,2020-03-11,0,0
Brazil,2020-03-13,0,0
Brazil,2020-03-03,0,0
Brazil,2020-03-16,0,0
Brazil,2020-03-12,0,0
Brazil,2020-03-17,1,1
Brazil,2020-03-26,77,76
Brazil,2020-03-02,0,-77
Brazil,2020-03-15,0,0
Brazil,2020-03-25,59,59
Brazil,2020-03-04,0,-59
Brazil,2020-03-01,0,0
Brazil,2020-03-14,0,0
Brazil,2020-03-27,92,92
Brunei,2020-03-06,0,0
Brunei,2020-03-26,0,0
Brunei,2020-03-24,0,0
Brunei,2020-03-16,0,0
Brunei,2020-03-18,0,0
Brunei,2020-03-11,0,0
Brunei,2020-03-23,0,0
Brunei,2020-03-19,0,0
Brunei,2020-03-17,0,0
Brunei,2020-03-10,0,0
Brunei,2020-03-05,0,0
Brunei,2020-03-25,0,0
Brunei,2020-03-04,0,0
Brunei,2020-03-03,0,0
Brunei,2020-03-12,0,0
Brunei,2020-03-09,0,0
Brunei,2020-03-02,0,0
Brunei,2020-03-15,0,0
Brunei,2020-03-20,0,0
Brunei,2020-03-21,0,0
Brunei,2020-03-01,0,0
Brunei,2020-03-13,0,0
Brunei,2020-03-22,0,0
Brunei,2020-03-08,0,0
Brunei,2020-03-07,0,0
Brunei,2020-03-27,0,0
Brunei,2020-03-14,0,0
Bulgaria,2020-03-17,2,0
Bulgaria,2020-03-10,0,-2
Bulgaria,2020-03-13,1,1
Bulgaria,2020-03-25,3,2
Bulgaria,2020-03-14,2,-1
Bulgaria,2020-03-01,0,-2
Bulgaria,2020-03-04,0,0
Bulgaria,2020-03-05,0,0
Bulgaria,2020-03-08,0,0
Bulgaria,2020-03-12,1,1
Bulgaria,2020-03-15,2,1
Bulgaria,2020-03-19,3,1
Bulgaria,2020-03-23,3,0
Bulgaria,2020-03-27,3,0
Bulgaria,2020-03-03,0,-3
Bulgaria,2020-03-02,0,0
Bulgaria,2020-03-22,3,3
Bulgaria,2020-03-26,3,0
Bulgaria,2020-03-20,3,0
Bulgaria,2020-03-09,0,-3
Bulgaria,2020-03-16,2,2
Bulgaria,2020-03-07,0,-2
Bulgaria,2020-03-24,3,3
Bulgaria,2020-03-06,0,-3
Bulgaria,2020-03-21,3,3
Bulgaria,2020-03-11,1,-2
Bulgaria,2020-03-18,2,1
Burkina Faso,2020-03-02,0,0
Burkina Faso,2020-03-27,9,9
Burkina Faso,2020-03-13,0,-9
Burkina Faso,2020-03-03,0,0
Burkina Faso,2020-03-09,0,0
Burkina Faso,2020-03-21,2,2
Burkina Faso,2020-03-19,1,-1
Burkina Faso,2020-03-23,4,3
Burkina Faso,2020-03-15,0,-4
Burkina Faso,2020-03-25,4,4
Burkina Faso,2020-03-07,0,-4
Burkina Faso,2020-03-06,0,0
Burkina Faso,2020-03-22,4,4
Burkina Faso,2020-03-20,1,-3
Burkina Faso,2020-03-16,0,-1
Burkina Faso,2020-03-14,0,0
Burkina Faso,2020-03-12,0,0
Burkina Faso,2020-03-04,0,0
Burkina Faso,2020-03-18,1,1
Burkina Faso,2020-03-17,0,-1
Burkina Faso,2020-03-26,7,7
Burkina Faso,2020-03-01,0,-7
Burkina Faso,2020-03-08,0,0
Burkina Faso,2020-03-05,0,0
Burkina Faso,2020-03-11,0,0
Burkina Faso,2020-03-10,0,0
Burkina Faso,2020-03-24,4,4
Burma,2020-03-16,0,0
Burma,2020-03-23,0,0
Burma,2020-03-13,0,0
Burma,2020-03-09,0,0
Burma,2020-03-06,0,0
Burma,2020-03-26,0,0
Burma,2020-03-18,0,0
Burma,2020-03-05,0,0
Burma,2020-03-10,0,0
Burma,2020-03-27,0,0
Burma,2020-03-20,0,0
Burma,2020-03-24,0,0
Burma,2020-03-21,0,0
Burma,2020-03-11,0,0
Burma,2020-03-17,0,0
Burma,2020-03-01,0,0
Burma,2020-03-04,0,0
Burma,2020-03-14,0,0
Burma,2020-03-08,0,0
Burma,2020-03-02,0,0
Burma,2020-03-12,0,0
Burma,2020-03-07,0,0
Burma,2020-03-25,0,0
Burma,2020-03-15,0,0
Burma,2020-03-19,0,0
Burma,2020-03-22,0,0
Burma,2020-03-03,0,0
Cabo Verde,2020-03-03,0,0
Cabo Verde,2020-03-18,0,0
Cabo Verde,2020-03-19,0,0
Cabo Verde,2020-03-23,0,0
Cabo Verde,2020-03-12,0,0
Cabo Verde,2020-03-02,0,0
Cabo Verde,2020-03-16,0,0
Cabo Verde,2020-03-06,0,0
Cabo Verde,2020-03-09,0,0
Cabo Verde,2020-03-13,0,0
Cabo Verde,2020-03-22,0,0
Cabo Verde,2020-03-27,1,1
Cabo Verde,2020-03-20,0,-1
Cabo Verde,2020-03-15,0,0
Cabo Verde,2020-03-07,0,0
Cabo Verde,2020-03-08,0,0
Cabo Verde,2020-03-14,0,0
Cabo Verde,2020-03-01,0,0
Cabo Verde,2020-03-11,0,0
Cabo Verde,2020-03-21,0,0
Cabo Verde,2020-03-26,1,1
Cabo Verde,2020-03-10,0,-1
Cabo Verde,2020-03-24,1,1
Cabo Verde,2020-03-25,1,0
Cabo Verde,2020-03-17,0,-1
Cabo Verde,2020-03-04,0,0
Cabo Verde,2020-03-05,0,0
Cambodia,2020-03-15,0,0
Cambodia,2020-03-08,0,0
Cambodia,2020-03-11,0,0
Cambodia,2020-03-23,0,0
Cambodia,2020-03-22,0,0
Cambodia,2020-03-19,0,0
Cambodia,2020-03-07,0,0
Cambodia,2020-03-24,0,0
Cambodia,2020-03-13,0,0
Cambodia,2020-03-25,0,0
Cambodia,2020-03-17,0,0
Cambodia,2020-03-12,0,0
Cambodia,2020-03-02,0,0
Cambodia,2020-03-14,0,0
Cambodia,2020-03-10,0,0
Cambodia,2020-03-03,0,0
Cambodia,2020-03-26,0,0
Cambodia,2020-03-21,0,0
Cambodia,2020-03-01,0,0
Cambodia,2020-03-06,0,0
Cambodia,2020-03-04,0,0
Cambodia,2020-03-16,0,0
Cambodia,2020-03-09,0,0
Cambodia,2020-03-05,0,0
Cambodia,2020-03-18,0,0
Cambodia,2020-03-27,0,0
Cambodia,2020-03-20,0,0
Cameroon,2020-03-11,0,0
Cameroon,2020-03-14,0,0
Cameroon,2020-03-19,0,0
Cameroon,2020-03-18,0,0
Cameroon,2020-03-25,1,1
Cameroon,2020-03-15,0,-1
Cameroon,2020-03-01,0,0
Cameroon,2020-03-13,0,0
Cameroon,2020-03-02,0,0
Cameroon,2020-03-04,0,0
Cameroon,2020-03-16,0,0
Cameroon,2020-03-09,0,0
Cameroon,2020-03-24,0,0
Cameroon,2020-03-17,0,0
Cameroon,2020-03-21,0,0
Cameroon,2020-03-06,0,0
Cameroon,2020-03-20,0,0
Cameroon,2020-03-05,0,0
Cameroon,2020-03-27,2,2
Cameroon,2020-03-03,0,-2
Cameroon,2020-03-26,1,1
Cameroon,2020-03-08,0,-1
Cameroon,2020-03-07,0,0
Cameroon,2020-03-23,0,0
Cameroon,2020-03-22,0,0
Cameroon,2020-03-12,0,0
Cameroon,2020-03-10,0,0
Canada,2020-03-07,0,0
Canada,2020-03-01,0,0
Canada,2020-03-06,0,0
Canada,2020-03-17,5,5
Canada,2020-03-23,25,20
Canada,2020-03-03,0,-25
Canada,2020-03-15,1,1
Canada,2020-03-09,1,0
