country,date,accumulated_comfirmed,increase_of_confirmed,increased_of_confirmed
Libya,2020-03-15,0,0.0,0
Libya,2020-03-05,0,0.0,0
Libya,2020-03-18,0,0.0,0
Liechtenstein,2020-03-03,0,0.0,0
Liechtenstein,2020-03-25,51,51.0,51
Liechtenstein,2020-03-10,1,-50.0,-50
Liechtenstein,2020-03-04,1,0.0,0
Liechtenstein,2020-03-16,4,3.0,3
Liechtenstein,2020-03-27,56,52.0,52
Liechtenstein,2020-03-23,51,-5.0,-5
Liechtenstein,2020-03-18,28,-23.0,-23
Liechtenstein,2020-03-07,1,-27.0,-27
Liechtenstein,2020-03-26,56,55.0,55
Liechtenstein,2020-03-20,28,-28.0,-28
Liechtenstein,2020-03-05,1,-27.0,-27
Liechtenstein,2020-03-21,37,36.0,36
Liechtenstein,2020-03-01,0,-37.0,-37
Liechtenstein,2020-03-06,1,1.0,1
Liechtenstein,2020-03-11,1,0.0,0
Liechtenstein,2020-03-15,4,3.0,3
Liechtenstein,2020-03-09,1,-3.0,-3
Liechtenstein,2020-03-12,1,0.0,0
Liechtenstein,2020-03-08,1,0.0,0
Liechtenstein,2020-03-13,1,0.0,0
Liechtenstein,2020-03-14,4,3.0,3
Liechtenstein,2020-03-02,0,-4.0,-4
Liechtenstein,2020-03-17,7,7.0,7
Liechtenstein,2020-03-19,28,21.0,21
Liechtenstein,2020-03-22,37,9.0,9
Liechtenstein,2020-03-24,51,14.0,14
Lithuania,2020-03-09,1,0.0,0
Lithuania,2020-03-12,3,2.0,2
Lithuania,2020-03-19,36,33.0,33
Lithuania,2020-03-24,209,173.0,173
Lithuania,2020-03-20,49,-160.0,-160
Lithuania,2020-03-11,3,-46.0,-46
Lithuania,2020-03-04,1,-2.0,-2
Lithuania,2020-03-27,358,357.0,357
Lithuania,2020-03-26,299,-59.0,-59
Lithuania,2020-03-14,8,-291.0,-291
Lithuania,2020-03-08,1,-7.0,-7
Lithuania,2020-03-03,1,0.0,0
Lithuania,2020-03-21,83,82.0,82
Lithuania,2020-03-15,12,-71.0,-71
Lithuania,2020-03-01,1,-11.0,-11
Lithuania,2020-03-22,143,142.0,142
Lithuania,2020-03-06,1,-142.0,-142
Lithuania,2020-03-05,1,0.0,0
Lithuania,2020-03-17,25,24.0,24
Lithuania,2020-03-07,1,-24.0,-24
Lithuania,2020-03-23,179,178.0,178
Lithuania,2020-03-25,274,95.0,95
Lithuania,2020-03-13,6,-268.0,-268
Lithuania,2020-03-10,1,-5.0,-5
Lithuania,2020-03-02,1,0.0,0
Lithuania,2020-03-18,27,26.0,26
Lithuania,2020-03-16,17,-10.0,-10
Luxembourg,2020-03-17,140,0.0,0
Luxembourg,2020-03-14,51,-89.0,-89
Luxembourg,2020-03-02,1,-50.0,-50
Luxembourg,2020-03-01,1,0.0,0
Luxembourg,2020-03-09,3,2.0,2
Luxembourg,2020-03-13,34,31.0,31
Luxembourg,2020-03-19,335,301.0,301
Luxembourg,2020-03-21,670,335.0,335
Luxembourg,2020-03-18,203,-467.0,-467
Luxembourg,2020-03-12,19,-184.0,-184
Luxembourg,2020-03-15,59,40.0,40
Luxembourg,2020-03-22,798,739.0,739
Luxembourg,2020-03-11,7,-791.0,-791
Luxembourg,2020-03-16,77,70.0,70
Luxembourg,2020-03-10,5,-72.0,-72
Luxembourg,2020-03-05,1,-4.0,-4
Luxembourg,2020-03-07,2,1.0,1
Luxembourg,2020-03-24,1099,1097.0,1097
Luxembourg,2020-03-20,484,-615.0,-615
Luxembourg,2020-03-23,875,391.0,391
Luxembourg,2020-03-04,1,-874.0,-874
Luxembourg,2020-03-27,1605,1604.0,1604
Luxembourg,2020-03-08,3,-1602.0,-1602
Luxembourg,2020-03-03,1,-2.0,-2
Luxembourg,2020-03-26,1453,1452.0,1452
Luxembourg,2020-03-06,2,-1451.0,-1451
Luxembourg,2020-03-25,1333,1331.0,1331
Madagascar,2020-03-25,19,0.0,0
Madagascar,2020-03-16,0,-19.0,-19
Madagascar,2020-03-03,0,0.0,0
Madagascar,2020-03-20,3,3.0,3
Madagascar,2020-03-17,0,-3.0,-3
Madagascar,2020-03-24,17,17.0,17
Madagascar,2020-03-08,0,-17.0,-17
Madagascar,2020-03-11,0,0.0,0
Madagascar,2020-03-26,23,23.0,23
Madagascar,2020-03-22,3,-20.0,-20
Madagascar,2020-03-06,0,-3.0,-3
Madagascar,2020-03-12,0,0.0,0
Madagascar,2020-03-15,0,0.0,0
Madagascar,2020-03-09,0,0.0,0
Madagascar,2020-03-14,0,0.0,0
Madagascar,2020-03-19,0,0.0,0
Madagascar,2020-03-21,3,3.0,3
Madagascar,2020-03-13,0,-3.0,-3
Madagascar,2020-03-23,12,12.0,12
Madagascar,2020-03-04,0,-12.0,-12
Madagascar,2020-03-05,0,0.0,0
Madagascar,2020-03-10,0,0.0,0
Madagascar,2020-03-02,0,0.0,0
Madagascar,2020-03-01,0,0.0,0
Madagascar,2020-03-27,26,26.0,26
Madagascar,2020-03-07,0,-26.0,-26
Madagascar,2020-03-18,0,0.0,0
Malaysia,2020-03-26,2031,0.0,0
Malaysia,2020-03-15,428,-1603.0,-1603
Malaysia,2020-03-02,29,-399.0,-399
Malaysia,2020-03-12,149,120.0,120
Malaysia,2020-03-11,149,0.0,0
Malaysia,2020-03-13,197,48.0,48
Malaysia,2020-03-17,673,476.0,476
Malaysia,2020-03-25,1796,1123.0,1123
Malaysia,2020-03-22,1306,-490.0,-490
Malaysia,2020-03-23,1518,212.0,212
Malaysia,2020-03-07,93,-1425.0,-1425
Malaysia,2020-03-05,50,-43.0,-43
Malaysia,2020-03-01,29,-21.0,-21
Malaysia,2020-03-27,2161,2132.0,2132
Malaysia,2020-03-18,790,-1371.0,-1371
Malaysia,2020-03-08,99,-691.0,-691
Malaysia,2020-03-21,1183,1084.0,1084
Malaysia,2020-03-03,36,-1147.0,-1147
Malaysia,2020-03-24,1624,1588.0,1588
Malaysia,2020-03-14,238,-1386.0,-1386
Malaysia,2020-03-04,50,-188.0,-188
Malaysia,2020-03-06,83,33.0,33
Malaysia,2020-03-10,129,46.0,46
Malaysia,2020-03-09,117,-12.0,-12
Malaysia,2020-03-19,900,783.0,783
Malaysia,2020-03-20,1030,130.0,130
Malaysia,2020-03-16,566,-464.0,-464
Maldives,2020-03-11,8,0.0,0
Maldives,2020-03-14,10,2.0,2
Maldives,2020-03-13,9,-1.0,-1
Maldives,2020-03-24,13,4.0,4
Maldives,2020-03-25,13,0.0,0
Maldives,2020-03-27,16,3.0,3
Maldives,2020-03-05,0,-16.0,-16
Maldives,2020-03-12,8,8.0,8
Maldives,2020-03-23,13,5.0,5
Maldives,2020-03-04,0,-13.0,-13
Maldives,2020-03-19,13,13.0,13
Maldives,2020-03-20,13,0.0,0
Maldives,2020-03-07,0,-13.0,-13
Maldives,2020-03-01,0,0.0,0
Maldives,2020-03-22,13,13.0,13
Maldives,2020-03-18,13,0.0,0
Maldives,2020-03-09,4,-9.0,-9
Maldives,2020-03-26,13,9.0,9
Maldives,2020-03-16,13,0.0,0
Maldives,2020-03-15,13,0.0,0
Maldives,2020-03-08,4,-9.0,-9
Maldives,2020-03-02,0,-4.0,-4
Maldives,2020-03-17,13,13.0,13
Maldives,2020-03-06,0,-13.0,-13
Maldives,2020-03-10,6,6.0,6
Maldives,2020-03-03,0,-6.0,-6
Maldives,2020-03-21,13,13.0,13
Mali,2020-03-07,0,0.0,0
Mali,2020-03-22,0,0.0,0
Mali,2020-03-02,0,0.0,0
Mali,2020-03-20,0,0.0,0
Mali,2020-03-19,0,0.0,0
Mali,2020-03-18,0,0.0,0
Mali,2020-03-08,0,0.0,0
Mali,2020-03-12,0,0.0,0
Mali,2020-03-27,11,11.0,11
Mali,2020-03-05,0,-11.0,-11
Mali,2020-03-03,0,0.0,0
Mali,2020-03-17,0,0.0,0
Mali,2020-03-01,0,0.0,0
Mali,2020-03-24,0,0.0,0
Mali,2020-03-15,0,0.0,0
Mali,2020-03-04,0,0.0,0
Mali,2020-03-21,0,0.0,0
Mali,2020-03-23,0,0.0,0
Mali,2020-03-06,0,0.0,0
Mali,2020-03-11,0,0.0,0
Mali,2020-03-25,2,2.0,2
Mali,2020-03-09,0,-2.0,-2
Mali,2020-03-26,4,4.0,4
Mali,2020-03-16,0,-4.0,-4
Mali,2020-03-13,0,0.0,0
Mali,2020-03-10,0,0.0,0
Mali,2020-03-14,0,0.0,0
Malta,2020-03-14,18,0.0,0
Malta,2020-03-11,6,-12.0,-12
Malta,2020-03-09,3,-3.0,-3
Malta,2020-03-22,90,87.0,87
Malta,2020-03-03,0,-90.0,-90
Malta,2020-03-08,3,3.0,3
Malta,2020-03-13,12,9.0,9
Malta,2020-03-05,0,-12.0,-12
Malta,2020-03-12,6,6.0,6
Malta,2020-03-20,64,58.0,58
Malta,2020-03-04,0,-64.0,-64
Malta,2020-03-24,110,110.0,110
Malta,2020-03-06,0,-110.0,-110
Malta,2020-03-10,5,5.0,5
Malta,2020-03-02,0,-5.0,-5
Malta,2020-03-16,30,30.0,30
Malta,2020-03-26,134,104.0,104
Malta,2020-03-21,73,-61.0,-61
Malta,2020-03-17,38,-35.0,-35
Malta,2020-03-18,38,0.0,0
Malta,2020-03-27,139,101.0,101
Malta,2020-03-01,0,-139.0,-139
Malta,2020-03-07,3,3.0,3
Malta,2020-03-23,107,104.0,104
Malta,2020-03-15,21,-86.0,-86
Malta,2020-03-25,129,108.0,108
Malta,2020-03-19,53,-76.0,-76
Mauritania,2020-03-23,2,0.0,0
Mauritania,2020-03-09,0,-2.0,-2
Mauritania,2020-03-17,1,1.0,1
Mauritania,2020-03-10,0,-1.0,-1
Mauritania,2020-03-22,2,2.0,2
Mauritania,2020-03-05,0,-2.0,-2
Mauritania,2020-03-06,0,0.0,0
Mauritania,2020-03-04,0,0.0,0
Mauritania,2020-03-18,1,1.0,1
Mauritania,2020-03-08,0,-1.0,-1
Mauritania,2020-03-11,0,0.0,0
Mauritania,2020-03-24,2,2.0,2
Mauritania,2020-03-19,2,0.0,0
Mauritania,2020-03-03,0,-2.0,-2
Mauritania,2020-03-25,2,2.0,2
Mauritania,2020-03-16,1,-1.0,-1
Mauritania,2020-03-14,1,0.0,0
Mauritania,2020-03-01,0,-1.0,-1
Mauritania,2020-03-12,0,0.0,0
Mauritania,2020-03-21,2,2.0,2
Mauritania,2020-03-27,3,1.0,1
Mauritania,2020-03-13,0,-3.0,-3
Mauritania,2020-03-02,0,0.0,0
Mauritania,2020-03-20,2,2.0,2
Mauritania,2020-03-07,0,-2.0,-2
Mauritania,2020-03-26,3,3.0,3
Mauritania,2020-03-15,1,-2.0,-2
Mauritius,2020-03-06,0,0.0,0
Mauritius,2020-03-10,0,0.0,0
Mauritius,2020-03-07,0,0.0,0
Mauritius,2020-03-23,36,36.0,36
Mauritius,2020-03-13,0,-36.0,-36
Mauritius,2020-03-03,0,0.0,0
Mauritius,2020-03-25,48,48.0,48
Mauritius,2020-03-26,81,33.0,33
Mauritius,2020-03-24,42,-39.0,-39
Mauritius,2020-03-21,14,-28.0,-28
Mauritius,2020-03-18,3,-11.0,-11
Mauritius,2020-03-02,0,-3.0,-3
Mauritius,2020-03-01,0,0.0,0
Mauritius,2020-03-15,0,0.0,0
Mauritius,2020-03-27,94,94.0,94
Mauritius,2020-03-14,0,-94.0,-94
Mauritius,2020-03-08,0,0.0,0
Mauritius,2020-03-12,0,0.0,0
Mauritius,2020-03-19,3,3.0,3
Mauritius,2020-03-20,12,9.0,9
Mauritius,2020-03-09,0,-12.0,-12
Mauritius,2020-03-11,0,0.0,0
Mauritius,2020-03-04,0,0.0,0
Mauritius,2020-03-22,28,28.0,28
Mauritius,2020-03-16,0,-28.0,-28
Mauritius,2020-03-05,0,0.0,0
Mauritius,2020-03-17,0,0.0,0
Mexico,2020-03-17,82,0.0,0
Mexico,2020-03-21,203,121.0,121
Mexico,2020-03-20,164,-39.0,-39
Mexico,2020-03-16,53,-111.0,-111
Mexico,2020-03-26,475,422.0,422
Mexico,2020-03-12,12,-463.0,-463
Mexico,2020-03-02,5,-7.0,-7
Mexico,2020-03-04,5,0.0,0
Mexico,2020-03-10,7,2.0,2
Mexico,2020-03-06,6,-1.0,-1
Mexico,2020-03-24,367,361.0,361
Mexico,2020-03-22,251,-116.0,-116
Mexico,2020-03-09,7,-244.0,-244
Mexico,2020-03-15,41,34.0,34
Mexico,2020-03-19,118,77.0,77
Mexico,2020-03-07,6,-112.0,-112
Mexico,2020-03-23,316,310.0,310
Mexico,2020-03-01,5,-311.0,-311
Mexico,2020-03-03,5,0.0,0
Mexico,2020-03-08,7,2.0,2
Mexico,2020-03-25,405,398.0,398
Mexico,2020-03-13,12,-393.0,-393
Mexico,2020-03-14,26,14.0,14
Mexico,2020-03-05,5,-21.0,-21
Mexico,2020-03-18,93,88.0,88
Mexico,2020-03-27,585,492.0,492
Mexico,2020-03-11,8,-577.0,-577
Moldova,2020-03-20,66,0.0,0
Moldova,2020-03-15,23,-43.0,-43
Moldova,2020-03-09,1,-22.0,-22
Moldova,2020-03-14,12,11.0,11
Moldova,2020-03-27,199,187.0,187
Moldova,2020-03-19,49,-150.0,-150
Moldova,2020-03-12,3,-46.0,-46
Moldova,2020-03-06,0,-3.0,-3
Moldova,2020-03-05,0,0.0,0
Moldova,2020-03-04,0,0.0,0
Moldova,2020-03-21,80,80.0,80
Moldova,2020-03-10,3,-77.0,-77
Moldova,2020-03-01,0,-3.0,-3
Moldova,2020-03-07,0,0.0,0
Moldova,2020-03-23,109,109.0,109
Moldova,2020-03-13,6,-103.0,-103
Moldova,2020-03-26,177,171.0,171
Moldova,2020-03-18,30,-147.0,-147
Moldova,2020-03-22,94,64.0,64
Moldova,2020-03-02,0,-94.0,-94
Moldova,2020-03-24,125,125.0,125
Moldova,2020-03-17,30,-95.0,-95
Moldova,2020-03-25,149,119.0,119
Moldova,2020-03-11,3,-146.0,-146
Moldova,2020-03-16,23,20.0,20
Moldova,2020-03-08,1,-22.0,-22
Moldova,2020-03-03,0,-1.0,-1
Monaco,2020-03-10,1,0.0,0
Monaco,2020-03-13,2,1.0,1
Monaco,2020-03-12,2,0.0,0
Monaco,2020-03-27,42,40.0,40
Monaco,2020-03-23,23,-19.0,-19
Monaco,2020-03-05,1,-22.0,-22
Monaco,2020-03-08,1,0.0,0
Monaco,2020-03-09,1,0.0,0
Monaco,2020-03-07,1,0.0,0
Monaco,2020-03-21,11,10.0,10
Monaco,2020-03-17,7,-4.0,-4
Monaco,2020-03-20,11,4.0,4
Monaco,2020-03-11,1,-10.0,-10
Monaco,2020-03-04,1,0.0,0
Monaco,2020-03-03,1,0.0,0
Monaco,2020-03-02,1,0.0,0
Monaco,2020-03-16,7,6.0,6
Monaco,2020-03-15,2,-5.0,-5
Monaco,2020-03-22,23,21.0,21
Monaco,2020-03-01,1,-22.0,-22
Monaco,2020-03-26,33,32.0,32
Monaco,2020-03-24,23,-10.0,-10
Monaco,2020-03-06,1,-22.0,-22
Monaco,2020-03-14,2,1.0,1
Monaco,2020-03-19,7,5.0,5
Monaco,2020-03-25,31,24.0,24
Monaco,2020-03-18,7,-24.0,-24
Mongolia,2020-03-02,0,0.0,0
Mongolia,2020-03-17,5,5.0,5
Mongolia,2020-03-18,6,1.0,1
Mongolia,2020-03-21,10,4.0,4
Mongolia,2020-03-16,1,-9.0,-9
Mongolia,2020-03-04,0,-1.0,-1
Mongolia,2020-03-03,0,0.0,0
Mongolia,2020-03-11,1,1.0,1
Mongolia,2020-03-15,1,0.0,0
Mongolia,2020-03-19,6,5.0,5
Mongolia,2020-03-20,6,0.0,0
Mongolia,2020-03-27,11,5.0,5
Mongolia,2020-03-08,0,-11.0,-11
Mongolia,2020-03-26,11,11.0,11
Mongolia,2020-03-01,0,-11.0,-11
Mongolia,2020-03-23,10,10.0,10
Mongolia,2020-03-25,10,0.0,0
Mongolia,2020-03-12,1,-9.0,-9
Mongolia,2020-03-07,0,-1.0,-1
Mongolia,2020-03-05,0,0.0,0
Mongolia,2020-03-10,1,1.0,1
Mongolia,2020-03-24,10,9.0,9
Mongolia,2020-03-13,1,-9.0,-9
Mongolia,2020-03-22,10,9.0,9
Mongolia,2020-03-09,0,-10.0,-10
Mongolia,2020-03-14,1,1.0,1
Mongolia,2020-03-06,0,-1.0,-1
Montenegro,2020-03-16,0,0.0,0
Montenegro,2020-03-07,0,0.0,0
Montenegro,2020-03-06,0,0.0,0
Montenegro,2020-03-21,14,14.0,14
Montenegro,2020-03-13,0,-14.0,-14
Montenegro,2020-03-10,0,0.0,0
Montenegro,2020-03-02,0,0.0,0
Montenegro,2020-03-08,0,0.0,0
Montenegro,2020-03-25,52,52.0,52
Montenegro,2020-03-14,0,-52.0,-52
Montenegro,2020-03-18,2,2.0,2
Montenegro,2020-03-15,0,-2.0,-2
Montenegro,2020-03-03,0,0.0,0
Montenegro,2020-03-23,27,27.0,27
Montenegro,2020-03-26,69,42.0,42
Montenegro,2020-03-09,0,-69.0,-69
Montenegro,2020-03-19,3,3.0,3
Montenegro,2020-03-11,0,-3.0,-3
Montenegro,2020-03-27,82,82.0,82
Montenegro,2020-03-24,47,-35.0,-35
Montenegro,2020-03-01,0,-47.0,-47
Montenegro,2020-03-05,0,0.0,0
Montenegro,2020-03-12,0,0.0,0
Montenegro,2020-03-20,14,14.0,14
Montenegro,2020-03-04,0,-14.0,-14
Montenegro,2020-03-22,21,21.0,21
Montenegro,2020-03-17,2,-19.0,-19
Morocco,2020-03-06,2,0.0,0
Morocco,2020-03-05,2,0.0,0
Morocco,2020-03-10,3,1.0,1
Morocco,2020-03-23,143,140.0,140
Morocco,2020-03-27,345,202.0,202
Morocco,2020-03-24,170,-175.0,-175
Morocco,2020-03-07,2,-168.0,-168
Morocco,2020-03-25,225,223.0,223
Morocco,2020-03-22,115,-110.0,-110
Morocco,2020-03-09,2,-113.0,-113
Morocco,2020-03-14,17,15.0,15
Morocco,2020-03-08,2,-15.0,-15
Morocco,2020-03-15,28,26.0,26
Morocco,2020-03-19,63,35.0,35
Morocco,2020-03-02,1,-62.0,-62
Morocco,2020-03-12,6,5.0,5
Morocco,2020-03-18,49,43.0,43
Morocco,2020-03-03,1,-48.0,-48
Morocco,2020-03-11,5,4.0,4
Morocco,2020-03-26,275,270.0,270
Morocco,2020-03-13,7,-268.0,-268
Morocco,2020-03-04,1,-6.0,-6
Morocco,2020-03-17,38,37.0,37
Morocco,2020-03-16,29,-9.0,-9
Morocco,2020-03-01,0,-29.0,-29
Morocco,2020-03-21,96,96.0,96
Morocco,2020-03-20,77,-19.0,-19
Mozambique,2020-03-22,1,0.0,0
Mozambique,2020-03-04,0,-1.0,-1
Mozambique,2020-03-14,0,0.0,0
Mozambique,2020-03-12,0,0.0,0
Mozambique,2020-03-09,0,0.0,0
Mozambique,2020-03-03,0,0.0,0
Mozambique,2020-03-08,0,0.0,0
Mozambique,2020-03-15,0,0.0,0
Mozambique,2020-03-01,0,0.0,0
Mozambique,2020-03-26,7,7.0,7
Mozambique,2020-03-18,0,-7.0,-7
Mozambique,2020-03-19,0,0.0,0
Mozambique,2020-03-25,5,5.0,5
Mozambique,2020-03-21,0,-5.0,-5
Mozambique,2020-03-11,0,0.0,0
Mozambique,2020-03-20,0,0.0,0
Mozambique,2020-03-23,1,1.0,1
Mozambique,2020-03-10,0,-1.0,-1
Mozambique,2020-03-06,0,0.0,0
Mozambique,2020-03-17,0,0.0,0
Mozambique,2020-03-07,0,0.0,0
Mozambique,2020-03-16,0,0.0,0
Mozambique,2020-03-13,0,0.0,0
Mozambique,2020-03-02,0,0.0,0
Mozambique,2020-03-05,0,0.0,0
Mozambique,2020-03-27,7,7.0,7
Mozambique,2020-03-24,3,-4.0,-4
Namibia,2020-03-03,0,0.0,0
Namibia,2020-03-09,0,0.0,0
Namibia,2020-03-01,0,0.0,0
Namibia,2020-03-26,8,8.0,8
Namibia,2020-03-19,3,-5.0,-5
Namibia,2020-03-05,0,-3.0,-3
Namibia,2020-03-22,3,3.0,3
Namibia,2020-03-07,0,-3.0,-3
Namibia,2020-03-18,2,2.0,2
Namibia,2020-03-13,0,-2.0,-2
Namibia,2020-03-11,0,0.0,0
Namibia,2020-03-08,0,0.0,0
Namibia,2020-03-23,4,4.0,4
Namibia,2020-03-14,2,-2.0,-2
Namibia,2020-03-02,0,-2.0,-2
Namibia,2020-03-25,7,7.0,7
Namibia,2020-03-17,2,-5.0,-5
Namibia,2020-03-12,0,-2.0,-2
Namibia,2020-03-27,8,8.0,8
Namibia,2020-03-06,0,-8.0,-8
Namibia,2020-03-24,7,7.0,7
Namibia,2020-03-16,2,-5.0,-5
Namibia,2020-03-20,3,1.0,1
Namibia,2020-03-10,0,-3.0,-3
Namibia,2020-03-04,0,0.0,0
Namibia,2020-03-21,3,3.0,3
Namibia,2020-03-15,2,-1.0,-1
Nepal,2020-03-03,1,0.0,0
Nepal,2020-03-10,1,0.0,0
Nepal,2020-03-02,1,0.0,0
Nepal,2020-03-16,1,0.0,0
Nepal,2020-03-12,1,0.0,0
Nepal,2020-03-23,2,1.0,1
Nepal,2020-03-13,1,-1.0,-1
Nepal,2020-03-04,1,0.0,0
Nepal,2020-03-01,1,0.0,0
Nepal,2020-03-08,1,0.0,0
Nepal,2020-03-17,1,0.0,0
Nepal,2020-03-20,1,0.0,0
Nepal,2020-03-21,1,0.0,0
Nepal,2020-03-07,1,0.0,0
Nepal,2020-03-19,1,0.0,0
Nepal,2020-03-09,1,0.0,0
Nepal,2020-03-14,1,0.0,0
Nepal,2020-03-25,3,2.0,2
Nepal,2020-03-11,1,-2.0,-2
Nepal,2020-03-05,1,0.0,0
Nepal,2020-03-24,2,1.0,1
Nepal,2020-03-18,1,-1.0,-1
Nepal,2020-03-15,1,0.0,0
Nepal,2020-03-22,1,0.0,0
Nepal,2020-03-26,3,2.0,2
Nepal,2020-03-06,1,-2.0,-2
Nepal,2020-03-27,4,3.0,3
Netherlands,2020-03-05,82,0.0,0
Netherlands,2020-03-01,10,-72.0,-72
Netherlands,2020-03-27,8647,8637.0,8637
Netherlands,2020-03-04,38,-8609.0,-8609
Netherlands,2020-03-06,128,90.0,90
Netherlands,2020-03-03,24,-104.0,-104
Netherlands,2020-03-20,3003,2979.0,2979
Netherlands,2020-03-12,503,-2500.0,-2500
Netherlands,2020-03-22,4217,3714.0,3714
Netherlands,2020-03-24,5580,1363.0,1363
Netherlands,2020-03-11,503,-5077.0,-5077
Netherlands,2020-03-25,6438,5935.0,5935
Netherlands,2020-03-17,1711,-4727.0,-4727
Netherlands,2020-03-19,2467,756.0,756
Netherlands,2020-03-08,265,-2202.0,-2202
Netherlands,2020-03-09,321,56.0,56
Netherlands,2020-03-26,7468,7147.0,7147
Netherlands,2020-03-16,1416,-6052.0,-6052
Netherlands,2020-03-23,4764,3348.0,3348
Netherlands,2020-03-18,2058,-2706.0,-2706
Netherlands,2020-03-21,3640,1582.0,1582
Netherlands,2020-03-02,18,-3622.0,-3622
Netherlands,2020-03-07,188,170.0,170
Netherlands,2020-03-14,962,774.0,774
Netherlands,2020-03-15,1138,176.0,176
Netherlands,2020-03-10,382,-756.0,-756
Netherlands,2020-03-13,806,424.0,424
New Zealand,2020-03-23,102,0.0,0
New Zealand,2020-03-09,5,-97.0,-97
New Zealand,2020-03-15,8,3.0,3
New Zealand,2020-03-05,3,-5.0,-5
New Zealand,2020-03-16,8,5.0,5
New Zealand,2020-03-22,102,94.0,94
New Zealand,2020-03-21,52,-50.0,-50
New Zealand,2020-03-24,155,103.0,103
New Zealand,2020-03-17,12,-143.0,-143
New Zealand,2020-03-26,283,271.0,271
New Zealand,2020-03-18,20,-263.0,-263
New Zealand,2020-03-25,205,185.0,185
New Zealand,2020-03-12,5,-200.0,-200
New Zealand,2020-03-14,6,1.0,1
New Zealand,2020-03-11,5,-1.0,-1
New Zealand,2020-03-03,1,-4.0,-4
New Zealand,2020-03-08,5,4.0,4
New Zealand,2020-03-27,368,363.0,363
New Zealand,2020-03-01,1,-367.0,-367
New Zealand,2020-03-06,4,3.0,3
New Zealand,2020-03-04,3,-1.0,-1
New Zealand,2020-03-07,5,2.0,2
New Zealand,2020-03-20,39,34.0,34
New Zealand,2020-03-02,1,-38.0,-38
New Zealand,2020-03-19,28,27.0,27
New Zealand,2020-03-10,5,-23.0,-23
New Zealand,2020-03-13,5,0.0,0
Nicaragua,2020-03-06,0,0.0,0
Nicaragua,2020-03-08,0,0.0,0
Nicaragua,2020-03-23,2,2.0,2
Nicaragua,2020-03-15,0,-2.0,-2
Nicaragua,2020-03-24,2,2.0,2
Nicaragua,2020-03-27,2,0.0,0
Nicaragua,2020-03-09,0,-2.0,-2
Nicaragua,2020-03-19,1,1.0,1
Nicaragua,2020-03-22,2,1.0,1
Nicaragua,2020-03-14,0,-2.0,-2
Nicaragua,2020-03-03,0,0.0,0
Nicaragua,2020-03-20,1,1.0,1
Nicaragua,2020-03-11,0,-1.0,-1
Nicaragua,2020-03-13,0,0.0,0
Nicaragua,2020-03-04,0,0.0,0
Nicaragua,2020-03-02,0,0.0,0
Nicaragua,2020-03-18,0,0.0,0
Nicaragua,2020-03-07,0,0.0,0
Nicaragua,2020-03-10,0,0.0,0
Nicaragua,2020-03-21,2,2.0,2
Nicaragua,2020-03-25,2,0.0,0
Nicaragua,2020-03-16,0,-2.0,-2
Nicaragua,2020-03-05,0,0.0,0
Nicaragua,2020-03-26,2,2.0,2
Nicaragua,2020-03-17,0,-2.0,-2
Nicaragua,2020-03-12,0,0.0,0
Nicaragua,2020-03-01,0,0.0,0
Niger,2020-03-22,2,0.0,0
Niger,2020-03-03,0,-2.0,-2
Niger,2020-03-07,0,0.0,0
Niger,2020-03-14,0,0.0,0
Niger,2020-03-11,0,0.0,0
Niger,2020-03-27,10,10.0,10
Niger,2020-03-08,0,-10.0,-10
Niger,2020-03-24,3,3.0,3
Niger,2020-03-09,0,-3.0,-3
Niger,2020-03-02,0,0.0,0
Niger,2020-03-15,0,0.0,0
Niger,2020-03-23,3,3.0,3
Niger,2020-03-18,0,-3.0,-3
Niger,2020-03-20,1,1.0,1
Niger,2020-03-26,10,9.0,9
Niger,2020-03-16,0,-10.0,-10
Niger,2020-03-21,1,1.0,1
Niger,2020-03-13,0,-1.0,-1
Niger,2020-03-04,0,0.0,0
Niger,2020-03-10,0,0.0,0
Niger,2020-03-25,7,7.0,7
Niger,2020-03-19,0,-7.0,-7
Niger,2020-03-17,0,0.0,0
Niger,2020-03-01,0,0.0,0
Niger,2020-03-05,0,0.0,0
Niger,2020-03-12,0,0.0,0
Niger,2020-03-06,0,0.0,0
Nigeria,2020-03-10,2,0.0,0
Nigeria,2020-03-08,1,-1.0,-1
Nigeria,2020-03-22,30,29.0,29
Nigeria,2020-03-25,51,21.0,21
Nigeria,2020-03-02,1,-50.0,-50
Nigeria,2020-03-04,1,0.0,0
Nigeria,2020-03-03,1,0.0,0
Nigeria,2020-03-12,2,1.0,1
Nigeria,2020-03-06,1,-1.0,-1
Nigeria,2020-03-20,12,11.0,11
Nigeria,2020-03-09,2,-10.0,-10
Nigeria,2020-03-16,2,0.0,0
Nigeria,2020-03-19,8,6.0,6
Nigeria,2020-03-05,1,-7.0,-7
Nigeria,2020-03-01,1,0.0,0
Nigeria,2020-03-11,2,1.0,1
Nigeria,2020-03-27,70,68.0,68
Nigeria,2020-03-13,2,-68.0,-68
Nigeria,2020-03-07,1,-1.0,-1
Nigeria,2020-03-26,65,64.0,64
Nigeria,2020-03-14,2,-63.0,-63
Nigeria,2020-03-18,8,6.0,6
Nigeria,2020-03-17,3,-5.0,-5
Nigeria,2020-03-23,40,37.0,37
Nigeria,2020-03-15,2,-38.0,-38
Nigeria,2020-03-24,44,42.0,42
